trajectory_id,step,query,new_query,action,action_name,reward,done,ndcg_before,ndcg_after,recall_before,recall_after,cost,cum_cost,elapsed_ms,cum_elapsed_ms
8,0,how long is a flight from chicago to australia,how long is a flight from chicago to australia,3,STOP,0.000000,True,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.13,0.13
9,0,what is ott media,what is ott media,3,STOP,0.000000,True,0.218104,0.218104,1.000000,1.000000,0.000000,0.000000,0.07,0.07
10,0,what is organic insomnia,what is organic insomnia,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.08,0.08
11,0,what is oprah winfrey's net wo,What is Oprah Winfrey's net worth?,0,QueryReform,-0.100009,False,0.500000,0.500000,1.000000,1.000000,0.000008,0.000008,1434.43,1434.43
11,1,What is Oprah Winfrey's net worth?,What is Oprah Winfrey's net worth? winfrey worth billion million salary year richest celebrities 2021 media,2,PseudoRelevanceFeedback,-0.100000,False,0.500000,0.500000,1.000000,1.000000,0.000000,0.000008,3174.89,4609.33
11,2,What is Oprah Winfrey's net worth? winfrey worth billion million salary year richest celebrities 2021 media,What is Oprah Winfrey's net worth? winfrey worth billion million salary year richest celebrities 2021 media,3,STOP,0.000000,True,0.500000,0.500000,1.000000,1.000000,0.000000,0.000008,0.07,4609.40
12,0,trending topic meaning,trending topic meaning,1,Rerank,1.297940,False,0.301030,1.000000,1.000000,1.000000,0.000000,0.000000,3473.52,3473.52
12,1,trending topic meaning,trending topic meaning tiktok owa topics asl twitter facebook posts saginaw user videos,2,PseudoRelevanceFeedback,-2.600000,False,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1832.14,5305.66
12,2,trending topic meaning tiktok owa topics asl twitter facebook posts saginaw user videos,trending topic meaning tiktok owa topics asl twitter facebook posts saginaw user videos,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1462.44,6768.10
13,0,who produced transformers,"The Transformers film series was primarily produced by **Don Murphy**, **Tom DeSanto**, **Lorenzo di Bonaventura**, and **Ian Bryce**. Steven Spielberg served as an executive producer.",0,QueryReform,-0.100017,False,0.000000,0.000000,0.000000,0.000000,0.000017,0.000017,1619.78,1619.78
13,1,"The Transformers film series was primarily produced by **Don Murphy**, **Tom DeSanto**, **Lorenzo di Bonaventura**, and **Ian Bryce**. Steven Spielberg served as an executive producer.","The Transformers film series was primarily produced by **Don Murphy**, **Tom DeSanto**, **Lorenzo di Bonaventura**, and **Ian Bryce**. Steven Spielberg served as an executive producer. producer michael bay bonaventura desanto don murphy tom bryce ian",2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,1621.87,3241.65
13,2,"The Transformers film series was primarily produced by **Don Murphy**, **Tom DeSanto**, **Lorenzo di Bonaventura**, and **Ian Bryce**. Steven Spielberg served as an executive producer. producer michael bay bonaventura desanto don murphy tom bryce ian","The Transformers film series was primarily produced by **Don Murphy**, **Tom DeSanto**, **Lorenzo di Bonaventura**, and **Ian Bryce**. Steven Spielberg served as an executive producer. producer michael bay bonaventura desanto don murphy tom bryce ian",1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,2350.05,5591.70
14,0,trilobites definition,trilobites definition,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3359.54,3359.54
14,1,trilobites definition,"Trilobites are extinct marine arthropods that lived during the Paleozoic Era, characterized by a three-lobed, segmented exoskeleton and antennae.",0,QueryReform,-0.100015,False,0.000000,0.000000,0.000000,0.000000,0.000015,0.000015,6459.13,9818.67
14,2,"Trilobites are extinct marine arthropods that lived during the Paleozoic Era, characterized by a three-lobed, segmented exoskeleton and antennae.","Trilobites are extinct marine arthropods that lived during the Paleozoic Era, characterized by a three-lobed, segmented exoskeleton and antennae.",1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000015,2095.00,11913.67
15,0,triptans minimum age,What is the minimum age for using triptans?,0,QueryReform,0.161851,False,0.500000,0.630930,1.000000,1.000000,0.000008,0.000008,1040.86,1040.86
15,1,What is the minimum age for using triptans?,What is the minimum age for using triptans?,1,Rerank,0.638140,False,0.630930,1.000000,1.000000,1.000000,0.000000,0.000008,2613.93,3654.79
15,2,What is the minimum age for using triptans?,What is the minimum age for using triptans?,3,STOP,0.000000,True,1.000000,1.000000,1.000000,1.000000,0.000000,0.000008,0.07,3654.86
16,0,when do the oscar awards start,when do the oscar awards start,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.08,0.08
17,0,tsa wages and benefits,tsa wages and benefits,3,STOP,0.000000,True,0.613147,0.613147,0.500000,0.500000,0.000000,0.000000,0.12,0.12
18,0,how long is a zip code,how long is a zip code,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.15,0.15
19,0,average settlement for hearing damage and loss,average settlement for hearing damage and loss,3,STOP,0.000000,True,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.09,0.09
20,0,what is nick hagen most famous for,what is nick hagen most famous for,3,STOP,0.000000,True,0.227670,0.227670,1.000000,1.000000,0.000000,0.000000,0.43,0.43
21,0,what is neutron diffraction,what is neutron diffraction,3,STOP,0.000000,True,0.430677,0.430677,1.000000,1.000000,0.000000,0.000000,0.09,0.09
22,0,who sang i;m a believer for shrek,who sang i;m a believer for shrek,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.13,0.13
23,0,who sang mr bojangles originally,who sang mr bojangles originally,3,STOP,0.000000,True,0.386853,0.386853,1.000000,1.000000,0.000000,0.000000,0.07,0.07
24,0,twitching eyelids causes,twitching eyelids causes,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.19,0.19
25,0,what is postage,what is postage class stamp letter value cents rate current black penny meter,2,PseudoRelevanceFeedback,-1.140476,False,0.270238,0.000000,1.000000,0.000000,0.000000,0.000000,8648.91,8648.91
25,1,what is postage class stamp letter value cents rate current black penny meter,what is postage class stamp letter value cents rate current black penny meter,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1154.13,9803.03
25,2,what is postage class stamp letter value cents rate current black penny meter,"What is the current postage rate in cents for a standard letter using a Black Penny meter stamp, and what is the stamp class?",0,QueryReform,-0.100014,False,0.000000,0.000000,0.000000,0.000000,0.000014,0.000014,1491.06,11294.09
26,0,613 585 area code,613 585 area code,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1817.27,1817.27
26,1,613 585 area code,"Here's a rewritten version of your query:

What locations or regions are associated with area codes 613 and 585?",0,QueryReform,-0.100012,False,0.000000,0.000000,0.000000,0.000000,0.000012,0.000012,2442.39,4259.67
26,2,"Here's a rewritten version of your query:

What locations or regions are associated with area codes 613 and 585?","Here's a rewritten version of your query:

What locations or regions are associated with area codes 613 and 585?",1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000012,1702.77,5962.44
27,0,type of frisbee that goes the longest distance,type of frisbee that goes the longest distance,3,STOP,0.000000,True,0.218104,0.218104,1.000000,1.000000,0.000000,0.000000,0.11,0.11
28,0,what is mvd,what is mvd bond cruces las medical term driving licensed vehicle motor 00,2,PseudoRelevanceFeedback,-1.062756,False,0.231378,0.000000,1.000000,0.000000,0.000000,0.000000,5621.28,5621.28
28,1,what is mvd bond cruces las medical term driving licensed vehicle motor 00,what is mvd bond cruces las medical term driving licensed vehicle motor 00,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.09,5621.37
29,0,what is mutual plan,what is mutual plan,1,Rerank,-0.026956,False,0.278943,0.315465,1.000000,1.000000,0.000000,0.000000,2827.06,2827.06
29,1,what is mutual plan,what is mutual plan,3,STOP,0.000000,True,0.315465,0.315465,1.000000,1.000000,0.000000,0.000000,0.08,2827.14
30,0,what is musical setting,what is musical setting music poem xylophone soundscapes city school high rhythm clocks theater,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4438.97,4438.97
30,1,what is musical setting music poem xylophone soundscapes city school high rhythm clocks theater,"musical setting of a poem using xylophone soundscapes, exploring rhythm and clocks in a city high school theater",0,QueryReform,-0.100013,False,0.000000,0.000000,0.000000,0.000000,0.000012,0.000012,2756.32,7195.29
30,2,"musical setting of a poem using xylophone soundscapes, exploring rhythm and clocks in a city high school theater","musical setting of a poem using xylophone soundscapes, exploring rhythm and clocks in a city high school theater",1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000012,1643.95,8839.24
31,0,what is pumpkin,what is pumpkin,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.17,0.17
32,0,what is printer epl,EPL printer,0,QueryReform,-0.100006,False,0.000000,0.000000,0.000000,0.000000,0.000006,0.000006,884.04,884.04
32,1,EPL printer,EPL printer driver click zpl zebra zd410 label data read zdesigner gc420d,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,2665.58,3549.63
32,2,EPL printer driver click zpl zebra zd410 label data read zdesigner gc420d,EPL printer driver click zpl zebra zd410 label data read zdesigner gc420d,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.07,3549.70
33,0,what is most conductive material,The most conductive material is silver.,0,QueryReform,-0.100007,False,0.000000,0.000000,0.000000,0.000000,0.000007,0.000007,4182.99,4182.99
33,1,The most conductive material is silver.,The most conductive material is silver.,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,2855.17,7038.17
33,2,The most conductive material is silver.,The most conductive material is silver. silver copper gold paste conductivity electrical conducting wire used lambs,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,11879.05,18917.22
34,0,what is monetary damages mean,what is monetary damages mean contract special breach legal compensatory awarded expenses punitive plaintiff party,2,PseudoRelevanceFeedback,-1.373706,False,0.386853,0.000000,1.000000,0.000000,0.000000,0.000000,7602.63,7602.63
34,1,what is monetary damages mean contract special breach legal compensatory awarded expenses punitive plaintiff party,what is monetary damages mean contract special breach legal compensatory awarded expenses punitive plaintiff party,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.08,7602.71
35,0,what is the maximum tire year,What is the maximum age or year limit for using tires?,0,QueryReform,-0.100009,False,0.000000,0.000000,0.000000,0.000000,0.000008,0.000008,1862.17,1862.17
35,1,What is the maximum age or year limit for using tires?,What is the maximum age or year limit for using tires?,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,933.44,2795.61
35,2,What is the maximum age or year limit for using tires?,What is the maximum age or year limit for using tires on a vehicle?,0,QueryReform,-0.100010,False,0.000000,0.000000,0.000000,0.000000,0.000010,0.000018,1750.85,4546.46
36,0,what is mixed gas diving,what is mixed gas diving saturation procedures chapter oxygen divers bell closed commercial training diver,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4440.43,4440.43
36,1,what is mixed gas diving saturation procedures chapter oxygen divers bell closed commercial training diver,what is mixed gas diving saturation procedures chapter oxygen divers bell closed commercial training diver,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1682.14,6122.57
36,2,what is mixed gas diving saturation procedures chapter oxygen divers bell closed commercial training diver,Mixed gas diving saturation procedures: oxygen management in closed commercial diver training bell operations,0,QueryReform,-0.100010,False,0.000000,0.000000,0.000000,0.000000,0.000010,0.000010,2343.34,8465.91
37,0,average size of an enzyme,average size of an enzyme,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2310.04,2310.04
37,1,average size of an enzyme,What is the average size of an enzyme in terms of molecular weight or number of amino acids?,0,QueryReform,-0.100011,False,0.000000,0.000000,0.000000,0.000000,0.000010,0.000010,2792.12,5102.16
37,2,What is the average size of an enzyme in terms of molecular weight or number of amino acids?,What is the average size of an enzyme in terms of molecular weight or number of amino acids? acids proteins protein 110 acid composition small chymotrypsin different trypsin,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000010,7833.08,12935.24
38,0,cost for stone veneer installation,cost for stone veneer installation,1,Rerank,0.054751,False,0.255958,0.333333,1.000000,1.000000,0.000000,0.000000,3165.43,3165.43
38,1,cost for stone veneer installation,What is the cost of stone veneer installation?,0,QueryReform,-0.295857,False,0.333333,0.235409,1.000000,1.000000,0.000008,0.000008,1410.40,4575.83
38,2,What is the cost of stone veneer installation?,What is the cost of stone veneer installation? 00 stacked siding installation install square eldorado zimmerman project make,2,PseudoRelevanceFeedback,-1.070818,False,0.235409,0.000000,1.000000,0.000000,0.000000,0.000008,3290.07,7865.89
39,0,what is microsoft mpp file,What is a Microsoft MPP file?,0,QueryReform,-0.100007,False,0.630930,0.630930,1.000000,1.000000,0.000007,0.000007,2256.68,2256.68
39,1,What is a Microsoft MPP file?,What is a Microsoft MPP file?,3,STOP,0.000000,True,0.630930,0.630930,1.000000,1.000000,0.000000,0.000007,0.07,2256.75
40,0,what is quality assurance in educational system,what is quality assurance in educational system,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2865.96,2865.96
40,1,what is quality assurance in educational system,what is quality assurance in educational system,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.07,2866.03
41,0,who sings gold on the ceiling just,who sings gold on the ceiling just,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2632.47,2632.47
41,1,who sings gold on the ceiling just,"The Black Keys sing ""Gold on the Ceiling.""",0,QueryReform,1.661851,False,0.000000,0.630930,0.000000,1.000000,0.000008,0.000008,2021.52,4653.99
41,2,"The Black Keys sing ""Gold on the Ceiling.""","The Black Keys sing ""Gold on the Ceiling."" gold 11 lyrics rock ceiling 00 spotify hangout jephson ain",2,PseudoRelevanceFeedback,-0.695193,False,0.630930,0.333333,1.000000,1.000000,0.000000,0.000008,1887.39,6541.38
42,0,types of cells,types of cells in the human body,0,QueryReform,-0.100007,False,0.000000,0.000000,0.000000,0.000000,0.000007,0.000007,5094.86,5094.86
42,1,types of cells in the human body,types of cells in the human body,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,840.16,5935.01
42,2,types of cells in the human body,types of cells in the human body blood different major red white bones skin thoughtco cell specialized,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,5108.11,11043.13
43,0,DJ Paul Net Worth 2014,DJ Paul Net Worth 2014 pauly richest tiesto mafia articles million world djs juicy celebritynetworth,2,PseudoRelevanceFeedback,-0.695193,False,0.630930,0.333333,1.000000,1.000000,0.000000,0.000000,2944.79,2944.79
43,1,DJ Paul Net Worth 2014 pauly richest tiesto mafia articles million world djs juicy celebritynetworth,DJ Paul Net Worth 2014 pauly richest tiesto mafia articles million world djs juicy celebritynetworth,1,Rerank,0.233333,False,0.333333,0.500000,1.000000,1.000000,0.000000,0.000000,2706.72,5651.52
43,2,DJ Paul Net Worth 2014 pauly richest tiesto mafia articles million world djs juicy celebritynetworth,"DJ Paul's net worth in 2014, along with comparisons to other wealthy DJs like Pauly D and Tiesto, including articles about the richest DJs in the world and celebrity net worth.",0,QueryReform,-1.600019,False,0.500000,0.000000,1.000000,0.000000,0.000019,0.000019,3319.22,8970.74
44,0,how long is the exploration phase of mining,How long does the exploration phase of mining typically last?,0,QueryReform,-0.695201,False,0.630930,0.333333,1.000000,1.000000,0.000008,0.000008,1469.80,1469.80
44,1,How long does the exploration phase of mining typically last?,How long does the exploration phase of mining typically last?,1,Rerank,1.233333,False,0.333333,1.000000,1.000000,1.000000,0.000000,0.000008,2011.13,3480.93
44,2,How long does the exploration phase of mining typically last?,How long does the exploration phase of mining typically last? clinical gold junior trial trials clearance industry discovery guided length,2,PseudoRelevanceFeedback,-2.600000,False,1.000000,0.000000,1.000000,0.000000,0.000000,0.000008,7704.88,11185.82
45,0,what is medical phi,what is medical phi health information rate hipaa patient healthcare considered personal compliance protected,2,PseudoRelevanceFeedback,-0.079756,False,0.278943,0.289065,1.000000,1.000000,0.000000,0.000000,1310.55,1310.55
45,1,what is medical phi health information rate hipaa patient healthcare considered personal compliance protected,"What is the definition of medical PHI (protected health information) under HIPAA, and how is it considered personal, protected, and subject to compliance in patient healthcare?",0,QueryReform,-0.047216,False,0.289065,0.315465,1.000000,1.000000,0.000016,0.000016,4137.62,5448.16
45,2,"What is the definition of medical PHI (protected health information) under HIPAA, and how is it considered personal, protected, and subject to compliance in patient healthcare?","What is the definition of medical PHI (protected health information) under HIPAA, and how is it considered personal, protected, and subject to compliance in patient healthcare?",1,Rerank,1.269070,False,0.315465,1.000000,1.000000,1.000000,0.000000,0.000016,1268.01,6716.17
46,0,what is meant by the unit dose supply method?,what is meant by the unit dose supply method? toujeo oxygen current lantus crossover days product hcpcs battery mice,2,PseudoRelevanceFeedback,-1.461353,False,0.430677,0.000000,1.000000,0.000000,0.000000,0.000000,1518.60,1518.60
46,1,what is meant by the unit dose supply method? toujeo oxygen current lantus crossover days product hcpcs battery mice,what is meant by the unit dose supply method? toujeo oxygen current lantus crossover days product hcpcs battery mice,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1106.89,2625.50
46,2,what is meant by the unit dose supply method? toujeo oxygen current lantus crossover days product hcpcs battery mice,"What is meant by the unit dose supply method in the context of Toujeo, Lantus, crossover days, HCPCS, and related products?",0,QueryReform,-0.100017,False,0.000000,0.000000,0.000000,0.000000,0.000017,0.000017,1681.96,4307.45
47,0,who sings love shack baby,who sings love shack baby,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4057.50,4057.50
47,1,who sings love shack baby,"The song ""Love Shack"" is performed by the B-52's.",0,QueryReform,-0.100009,False,0.000000,0.000000,0.000000,0.000000,0.000009,0.000009,19537.75,23595.25
47,2,"The song ""Love Shack"" is performed by the B-52's.","The song ""Love Shack"" is performed by the B-52's.",1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,3850.07,27445.32
48,0,what is meant by solution concentration and what are the different ways to express the concentration of a solution?,what is meant by solution concentration and what are the different ways to express the concentration of a solution?,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.10,0.10
49,0,what is meant by robust software,what is meant by robust software,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2509.42,2509.42
49,1,what is meant by robust software,what is meant by robust software billing costing free monitoring autocad daf wifi ecommerce food remote,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13097.08,15606.50
49,2,what is meant by robust software billing costing free monitoring autocad daf wifi ecommerce food remote,what is meant by robust software billing costing free monitoring autocad daf wifi ecommerce food remote,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2125.91,17732.41
50,0,types of currency of iceland,types of currency of iceland,1,Rerank,-0.208781,False,0.333333,0.278943,1.000000,1.000000,0.000000,0.000000,3063.38,3063.38
50,1,types of currency of iceland,types of currency of iceland,3,STOP,0.000000,True,0.278943,0.278943,1.000000,1.000000,0.000000,0.000000,0.11,3063.49
51,0,who sings on the road again,who sings on the road again song goes holiday way commercial whitesnake demi lovato day new,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2929.57,2929.57
51,1,who sings on the road again song goes holiday way commercial whitesnake demi lovato day new,who sings on the road again song goes holiday way commercial whitesnake demi lovato day new,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1702.70,4632.27
51,2,who sings on the road again song goes holiday way commercial whitesnake demi lovato day new,who sings on the road again song goes holiday way commercial whitesnake demi lovato day new created halen van hear film called advert coverdale david vampire,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7471.18,12103.44
52,0,what is matilda jane clothing,what is matilda jane clothing like girls trunk clothes company look items dress gaines price,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2116.97,2116.97
52,1,what is matilda jane clothing like girls trunk clothes company look items dress gaines price,what is matilda jane clothing like girls trunk clothes company look items dress gaines price,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.07,2117.04
53,0,what is mama,what is mama clip official don cass elliot low mean allow does born,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11988.40,11988.40
53,1,what is mama clip official don cass elliot low mean allow does born,"What is the meaning of the official ""Mama"" music video clip by Don, Cass, Elliot, and Low? Does it allow [something]? Where was it born?",0,QueryReform,-0.100017,False,0.000000,0.000000,0.000000,0.000000,0.000016,0.000016,9001.53,20989.93
53,2,"What is the meaning of the official ""Mama"" music video clip by Don, Cass, Elliot, and Low? Does it allow [something]? Where was it born?","What is the meaning of the official ""Mama"" music video clip by Don, Cass, Elliot, and Low? Does it allow [something]? Where was it born?",3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000016,0.08,20990.01
54,0,"what is magnesium,","what is magnesium,",1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2092.44,2092.44
54,1,"what is magnesium,","what is magnesium,",3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.10,2092.55
55,0,Foods to Feed A 10 Month Old,Foods to Feed A 10 Month Old,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4004.66,4004.66
55,1,Foods to Feed A 10 Month Old,Foods to Feed A 10 Month Old baby food 15 feeding 11 16 undefined schedule recipes milk,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2755.21,6759.87
55,2,Foods to Feed A 10 Month Old baby food 15 feeding 11 16 undefined schedule recipes milk,Foods to Feed A 10 Month Old baby food 15 feeding 11 16 undefined schedule recipes milk,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2109.72,8869.59
56,0,what is lsr stand for,what is lsr stand for,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4013.74,4013.74
56,1,what is lsr stand for,what is lsr stand for,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.10,4013.84
57,0,what is lottery age to purchase a ticket in,what is lottery age to purchase a ticket in,3,STOP,0.000000,True,0.289065,0.289065,1.000000,1.000000,0.000000,0.000000,0.07,0.07
58,0,who sings the beach song do the bop,who sings the beach song do the bop shake theme gomez selena freak kidz singing valens cena john,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2223.22,2223.22
58,1,who sings the beach song do the bop shake theme gomez selena freak kidz singing valens cena john,who sings the beach song do the bop shake theme gomez selena freak kidz singing valens cena john,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1227.86,3451.08
