query_id,doc_id,relevance,iteration
661280,263128,1,0
436379,266741,1,0
436379,266746,1,0
436379,266747,1,0
436379,266748,1,0
436379,266749,1,0
396158,276909,1,0
396158,276911,1,0
396158,276914,1,0
396158,276916,1,0
550438,287330,1,0
550438,287333,1,0
550438,287334,1,0
550438,287336,1,0
559830,289919,1,0
559830,289920,1,0
559830,289924,1,0
559830,289925,1,0
570292,293211,1,0
570292,293213,1,0
570292,161375,1,0
570292,293217,1,0
149642,317174,1,0
149642,317175,1,0
149642,317176,1,0
149642,317177,1,0
149642,317179,1,0
580976,336191,1,0
580976,336192,1,0
580976,336193,1,0
580976,336197,1,0
472550,339938,1,0
472550,339941,1,0
472550,339942,1,0
472550,339945,1,0
333955,354256,1,0
333955,354257,1,0
333955,354260,1,0
333955,354262,1,0
581195,357155,1,0
581195,357159,1,0
581195,357160,1,0
581195,357161,1,0
581195,357162,1,0
590540,364662,1,0
590540,364664,1,0
590540,364668,1,0
590540,364669,1,0
661148,369791,1,0
661148,369792,1,0
661148,369794,1,0
661148,369798,1,0
84961,369809,1,0
84961,369811,1,0
84961,369813,1,0
84961,239291,1,0
84961,369816,1,0
573214,377470,1,0
573214,377472,1,0
573214,377473,1,0
573214,377475,1,0
691503,400520,1,0
691503,400523,1,0
691503,400526,1,0
691503,400527,1,0
565818,406460,1,0
565818,406461,1,0
565818,406462,1,0
565818,406465,1,0
565818,406466,1,0
553809,412213,1,0
553809,412216,1,0
553809,412217,1,0
553809,412219,1,0
668765,416656,1,0
668765,416657,1,0
668765,416659,1,0
668765,416664,1,0
668765,416665,1,0
539439,428244,1,0
539439,428246,1,0
539439,428249,1,0
539439,428250,1,0
539439,428252,1,0
554106,438518,1,0
554106,438522,1,0
554106,438523,1,0
554106,438526,1,0
436770,478902,1,0
436770,478903,1,0
436770,478905,1,0
436770,478907,1,0
1161310,485853,1,0
1161310,485854,1,0
1161310,485857,1,0
1161310,485858,1,0
574458,496883,1,0
574458,496884,1,0
574458,496885,1,0
574458,496887,1,0
574458,496888,1,0
574458,496889,1,0
574458,496891,1,0
590818,507949,1,0
590818,507951,1,0
590818,507954,1,0
590818,507957,1,0
570967,515442,1,0
570967,515443,1,0
570967,515444,1,0
570967,515445,1,0
581828,515728,1,0
581828,515730,1,0
581828,515731,1,0
581828,515734,1,0
526696,520643,1,0
526696,520646,1,0
526696,520647,1,0
526696,520649,1,0
574378,550223,1,0
574378,550225,1,0
574378,550228,1,0
574378,550232,1,0
367163,550797,1,0
367163,550798,1,0
367163,550802,1,0
367163,550805,1,0
59404,552674,1,0
59404,552675,1,0
59404,552676,1,0
59404,302374,1,0
639994,554476,1,0
639994,554478,1,0
639994,554479,1,0
639994,288134,1,0
639994,334574,1,0
590592,555227,1,0
590592,555228,1,0
590592,555229,1,0
590592,555230,1,0
590592,113921,1,0
590293,555477,1,0
590293,555478,1,0
590293,555479,1,0
590293,555483,1,0
587526,566614,1,0
587526,566615,1,0
587526,566617,1,0
587526,566618,1,0
587526,566619,1,0
89501,570832,1,0
89501,570833,1,0
89501,570839,1,0
89501,570840,1,0
661147,577086,1,0
661147,577088,1,0
661147,577089,1,0
661147,577092,1,0
434283,586470,1,0
434283,586471,1,0
434283,586474,1,0
434283,586478,1,0
86981,595498,1,0
86981,595499,1,0
86981,595501,1,0
86981,595505,1,0
1160137,604817,1,0
1160137,604818,1,0
1160137,604819,1,0
1160137,604823,1,0
528298,639788,1,0
528298,639789,1,0
528298,639790,1,0
528298,639792,1,0
458739,654587,1,0
458739,654588,1,0
458739,654589,1,0
458739,654594,1,0
668841,659917,1,0
668841,659918,1,0
668841,659919,1,0
668841,659925,1,0
567567,672055,1,0
567567,672056,1,0
567567,672058,1,0
567567,672062,1,0
83881,676537,1,0
83881,676539,1,0
83881,676540,1,0
83881,676543,1,0
83881,676546,1,0
575687,685974,1,0
575687,685975,1,0
575687,685976,1,0
575687,685977,1,0
529690,686269,1,0
529690,686270,1,0
529690,686271,1,0
529690,686273,1,0
529690,686275,1,0
527093,699329,1,0
527093,699331,1,0
527093,699332,1,0
527093,699336,1,0
529755,706235,1,0
529755,706236,1,0
529755,706238,1,0
529755,706240,1,0
529755,706243,1,0
601568,706372,1,0
601568,706373,1,0
601568,706374,1,0
601568,706375,1,0
601377,710665,1,0
601377,710667,1,0
601377,710668,1,0
601377,710669,1,0
392780,170988,1,0
392780,170985,1,0
392780,719994,1,0
392780,719995,1,0
562797,720122,1,0
562797,720124,1,0
562797,720125,1,0
562797,720128,1,0
566967,720336,1,0
566967,720338,1,0
566967,720341,1,0
566967,720343,1,0
592630,720363,1,0
592630,720364,1,0
592630,720368,1,0
592630,720369,1,0
204600,722030,1,0
204600,722031,1,0
204600,722033,1,0
204600,722035,1,0
204600,722036,1,0
592240,724303,1,0
592240,533165,1,0
592240,724304,1,0
592240,724305,1,0
188720,726605,1,0
188720,726608,1,0
188720,726612,1,0
188720,726613,1,0
49751,739802,1,0
49751,739803,1,0
49751,739804,1,0
49751,739805,1,0
49751,739806,1,0
49751,739807,1,0
49751,739811,1,0
573324,745380,1,0
573324,745383,1,0
573324,745387,1,0
573324,745388,1,0
569857,749496,1,0
569857,749497,1,0
569857,749501,1,0
569857,749502,1,0
424744,757665,1,0
424744,757668,1,0
424744,757670,1,0
424744,757671,1,0
530279,765054,1,0
530279,765056,1,0
530279,765060,1,0
530279,765062,1,0
528136,774768,1,0
528136,774770,1,0
528136,774771,1,0
528136,774772,1,0
1158298,786633,1,0
1158298,786636,1,0
1158298,786638,1,0
1158298,786640,1,0
1158298,786641,1,0
442443,796282,1,0
442443,796284,1,0
442443,796286,1,0
442443,796288,1,0
442443,796290,1,0
585092,801551,1,0
585092,801552,1,0
585092,801554,1,0
585092,801556,1,0
530226,803124,1,0
530226,803125,1,0
530226,803126,1,0
530226,803128,1,0
522577,813675,1,0
522577,813676,1,0
522577,813679,1,0
522577,813680,1,0
206072,825835,1,0
206072,825836,1,0
206072,825839,1,0
206072,825840,1,0
1173097,839502,1,0
1173097,839503,1,0
1173097,839504,1,0
1173097,839507,1,0
95527,856271,1,0
95527,856272,1,0
95527,856275,1,0
95527,856276,1,0
1157568,862104,1,0
1157568,862107,1,0
1157568,862110,1,0
1157568,862111,1,0
526443,867076,1,0
526443,867077,1,0
526443,867078,1,0
526443,867081,1,0
526443,867083,1,0
526443,867085,1,0
660483,875164,1,0
660483,875168,1,0
660483,875170,1,0
660483,875171,1,0
660483,875172,1,0
593798,876100,1,0
593798,876102,1,0
593798,339602,1,0
593798,876103,1,0
206064,881358,1,0
206064,881360,1,0
206064,881362,1,0
206064,881363,1,0
206064,881364,1,0
516333,882729,1,0
516333,882731,1,0
516333,882733,1,0
516333,882738,1,0
660669,890586,1,0
660669,890588,1,0
660669,890589,1,0
660669,890593,1,0
530587,903198,1,0
530587,903201,1,0
530587,903202,1,0
530587,903203,1,0
530587,903205,1,0
529301,903579,1,0
529301,903580,1,0
529301,903581,1,0
529301,903582,1,0
529301,903583,1,0
591247,922442,1,0
591247,922444,1,0
591247,922448,1,0
591247,400171,1,0
591247,922450,1,0
458709,925655,1,0
458709,925659,1,0
458709,925660,1,0
458709,925662,1,0
459360,926753,1,0
459360,926754,1,0
459360,926758,1,0
459360,770341,1,0
685563,934151,1,0
685563,934152,1,0
685563,934156,1,0
685563,934158,1,0
149692,938210,1,0
149692,938211,1,0
149692,938212,1,0
149692,938219,1,0
528073,961736,1,0
528073,961737,1,0
528073,961738,1,0
528073,961742,1,0
528073,961743,1,0
475870,976900,1,0
475870,976901,1,0
475870,976905,1,0
475870,976907,1,0
475870,976908,1,0
461689,983308,1,0
461689,983311,1,0
461689,983312,1,0
461689,983314,1,0
459196,987336,1,0
459196,987339,1,0
459196,987341,1,0
459196,987342,1,0
568293,1008954,1,0
568293,1008956,1,0
568293,1008960,1,0
568293,1008961,1,0
84772,1009829,1,0
84772,576442,1,0
84772,1009833,1,0
84772,1009835,1,0
188833,1039594,1,0
188833,1039596,1,0
188833,830851,1,0
188833,1039600,1,0
206063,1045366,1,0
206063,1045367,1,0
206063,1045368,1,0
206063,1045371,1,0
660565,1061596,1,0
660565,851050,1,0
660565,601553,1,0
660565,758837,1,0
50554,1071741,1,0
50554,684214,1,0
50554,1071745,1,0
50554,1071747,1,0
547011,1072524,1,0
547011,1072526,1,0
547011,1072527,1,0
547011,1072532,1,0
84908,1079815,1,0
84908,1079816,1,0
84908,1079819,1,0
84908,1079822,1,0
567421,1092774,1,0
567421,1092777,1,0
567421,1092780,1,0
567421,1092781,1,0
81644,1097736,1,0
81644,1097740,1,0
81644,1097741,1,0
81644,1097742,1,0
261603,1101603,1,0
261603,1101606,1,0
261603,1101607,1,0
261603,1101609,1,0
50827,1128849,1,0
50827,1128850,1,0
50827,1128851,1,0
50827,1128852,1,0
50827,1128856,1,0
590354,1146388,1,0
590354,842111,1,0
590354,1146390,1,0
590354,1146393,1,0
661849,1151899,1,0
661849,1151903,1,0
661849,1151904,1,0
661849,1151906,1,0
565757,1153813,1,0
565757,1153814,1,0
565757,1153815,1,0
565757,1153822,1,0
150419,1182770,1,0
150419,1182771,1,0
150419,1182772,1,0
150419,1182778,1,0
553115,1198275,1,0
553115,1198276,1,0
553115,1198278,1,0
553115,1198279,1,0
553115,1198283,1,0
567401,1216103,1,0
567401,1216104,1,0
567401,1216106,1,0
567401,1216107,1,0
87679,559285,1,0
87679,1217485,1,0
87679,1217487,1,0
87679,555483,1,0
1182723,1219057,1,0
1182723,1219059,1,0
1182723,1219060,1,0
1182723,1219064,1,0
276019,1227026,1,0
276019,1227028,1,0
276019,1227030,1,0
276019,1227032,1,0
276019,1227034,1,0
504319,1231774,1,0
504319,1231775,1,0
504319,1231776,1,0
504319,1231783,1,0
506290,1236532,1,0
506290,1236533,1,0
506290,1236535,1,0
506290,1236538,1,0
487240,1151026,1,0
487240,1151022,1,0
487240,1239785,1,0
487240,1239788,1,0
562533,1241187,1,0
562533,1241190,1,0
562533,1241191,1,0
562533,1241192,1,0
669911,1246274,1,0
669911,1246276,1,0
669911,1246277,1,0
669911,1246279,1,0
571572,1260581,1,0
571572,1260582,1,0
571572,1260584,1,0
571572,737988,1,0
739582,1268773,1,0
739582,787054,1,0
739582,1268775,1,0
739582,1268777,1,0
215928,1282688,1,0
215928,1282689,1,0
215928,1282690,1,0
215928,1282691,1,0
215928,1282695,1,0
522737,1283670,1,0
522737,1283674,1,0
522737,1283675,1,0
522737,1283676,1,0
592953,1303499,1,0
592953,1303500,1,0
592953,23203,1,0
592953,1303503,1,0
1152434,1361625,1,0
1152434,1361626,1,0
1152434,1361628,1,0
1152434,1361629,1,0
581037,120533,1,0
581037,1390733,1,0
581037,346538,1,0
581037,459004,1,0
581037,1390739,1,0
312752,1391438,1,0
312752,1391439,1,0
312752,1391444,1,0
312752,1391445,1,0
206054,1406117,1,0
206054,1406119,1,0
206054,1406120,1,0
206054,1406122,1,0
206054,1406125,1,0
527030,1412915,1,0
527030,1412917,1,0
527030,1412920,1,0
527030,1412923,1,0
517590,1421614,1,0
517590,1421615,1,0
517590,1421617,1,0
517590,1421618,1,0
84605,1423941,1,0
84605,1423947,1,0
84605,1423948,1,0
84605,1423949,1,0
687058,1444204,1,0
687058,1444209,1,0
687058,1444210,1,0
687058,1444211,1,0
1151272,1465756,1,0
1151272,1465760,1,0
1151272,1465761,1,0
1151272,1465762,1,0
438621,1477749,1,0
438621,1477751,1,0
438621,1477752,1,0
438621,1477754,1,0
50156,1478285,1,0
50156,1478286,1,0
50156,1478288,1,0
50156,1478289,1,0
149876,1490648,1,0
149876,1490651,1,0
149876,1490652,1,0
149876,1490653,1,0
589059,1499581,1,0
589059,1499585,1,0
589059,1499588,1,0
589059,1499589,1,0
203377,1504178,1,0
203377,1504180,1,0
203377,1504185,1,0
203377,1504187,1,0
458290,1512004,1,0
458290,1512008,1,0
458290,1512009,1,0
458290,1512011,1,0
389177,1512673,1,0
389177,1512674,1,0
389177,1512675,1,0
389177,1512682,1,0
544980,1513881,1,0
544980,16521,1,0
544980,1513883,1,0
544980,1513887,1,0
544980,1513888,1,0
621400,1514857,1,0
621400,1514859,1,0
621400,1514861,1,0
621400,1514864,1,0
592398,1517071,1,0
592398,1517073,1,0
592398,1517074,1,0
592398,1517075,1,0
592398,1517077,1,0
396196,1538223,1,0
396196,1538225,1,0
396196,1538227,1,0
396196,1538228,1,0
396196,1538231,1,0
86305,1545953,1,0
86305,1545955,1,0
86305,1545956,1,0
86305,1545960,1,0
526982,1548901,1,0
526982,1548904,1,0
526982,1548905,1,0
526982,1548908,1,0
570424,1565868,1,0
570424,1565869,1,0
570424,1565871,1,0
570424,1565872,1,0
570424,1565874,1,0
570424,1565875,1,0
569428,1574660,1,0
569428,1574664,1,0
569428,1574665,1,0
569428,1574668,1,0
517515,1578304,1,0
517515,1578305,1,0
517515,1578306,1,0
517515,1578307,1,0
517515,1578311,1,0
517515,1578312,1,0
517515,1578313,1,0
528679,1584490,1,0
528679,1584491,1,0
528679,1584494,1,0
528679,1584496,1,0
523475,1587450,1,0
523475,1587451,1,0
523475,1587452,1,0
523475,1587457,1,0
189566,507741,1,0
189566,1031174,1,0
189566,1588459,1,0
189566,1588461,1,0
189566,1588463,1,0
660853,1594908,1,0
660853,1594909,1,0
660853,1594910,1,0
660853,1594914,1,0
584801,898853,1,0
584801,92196,1,0
584801,17277,1,0
584801,122253,1,0
567565,1624475,1,0
567565,1001851,1,0
567565,1001846,1,0
567565,1624479,1,0
587755,1624865,1,0
587755,1624869,1,0
587755,1624870,1,0
587755,1624873,1,0
87658,1627281,1,0
87658,330794,1,0
87658,1627284,1,0
87658,1495720,1,0
145975,1639019,1,0
145975,1639020,1,0
145975,1639025,1,0
145975,1639026,1,0
145975,1639027,1,0
50654,1640700,1,0
50654,1640701,1,0
50654,1640703,1,0
50654,1640706,1,0
475124,1646828,1,0
475124,1646830,1,0
475124,1646831,1,0
475124,1646836,1,0
670558,1651394,1,0
670558,1651395,1,0
670558,1651401,1,0
670558,1651402,1,0
570896,1654472,1,0
570896,1654474,1,0
570896,1654475,1,0
570896,1654477,1,0
1184526,1672861,1,0
1184526,1672866,1,0
1184526,1672867,1,0
1184526,1672869,1,0
634135,1679430,1,0
634135,1679431,1,0
634135,1679433,1,0
634135,1679435,1,0
634135,1386350,1,0
581498,1692978,1,0
581498,627771,1,0
581498,1692984,1,0
581498,1692986,1,0
565004,1703207,1,0
565004,1703208,1,0
565004,1703212,1,0
565004,1703213,1,0
661751,1708031,1,0
661751,1708032,1,0
661751,1708033,1,0
661751,1708038,1,0
586214,1716647,1,0
586214,926959,1,0
586214,1716649,1,0
586214,1474649,1,0
1182239,1722637,1,0
1182239,1722641,1,0
1182239,1722644,1,0
1182239,1722645,1,0
576707,1723181,1,0
576707,360140,1,0
576707,1723183,1,0
576707,1723186,1,0
339533,1725122,1,0
339533,1725123,1,0
339533,1725125,1,0
339533,1725127,1,0
476025,1731486,1,0
476025,1731487,1,0
476025,1731489,1,0
476025,1731497,1,0
51962,1731723,1,0
51962,1731726,1,0
51962,1731728,1,0
51962,1731731,1,0
597146,1734596,1,0
597146,1734598,1,0
597146,1734599,1,0
597146,1734604,1,0
56365,1751412,1,0
56365,1751413,1,0
56365,1751414,1,0
56365,1751418,1,0
589159,1762641,1,0
589159,1762643,1,0
589159,1762644,1,0
589159,515199,1,0
553193,1771383,1,0
553193,1771384,1,0
553193,1771385,1,0
553193,1771388,1,0
553193,1771392,1,0
569055,1230560,1,0
569055,1775979,1,0
569055,1775980,1,0
569055,1775983,1,0
497810,1698181,1,0
497810,1781221,1,0
497810,1781223,1,0
497810,1781227,1,0
526122,1795630,1,0
526122,1795633,1,0
526122,1795634,1,0
526122,1795636,1,0
534648,1796489,1,0
534648,1796490,1,0
534648,1796494,1,0
534648,1796496,1,0
578434,1808631,1,0
578434,1808633,1,0
578434,1808637,1,0
578434,1808638,1,0
578434,1808640,1,0
517394,1821207,1,0
517394,1821208,1,0
517394,1821210,1,0
517394,1821212,1,0
535981,1822050,1,0
535981,1822051,1,0
535981,1822054,1,0
535981,1822057,1,0
344425,1829719,1,0
344425,1829720,1,0
344425,1829722,1,0
344425,1829723,1,0
507486,1845818,1,0
507486,308447,1,0
507486,1845819,1,0
507486,1845820,1,0
302462,1853577,1,0
302462,1853578,1,0
302462,1853579,1,0
302462,1853584,1,0
302462,1853585,1,0
501827,1880121,1,0
501827,1880123,1,0
501827,1880126,1,0
501827,1880128,1,0
501827,1880129,1,0
575353,1881309,1,0
575353,1881310,1,0
575353,1881312,1,0
575353,1881316,1,0
459490,1899543,1,0
459490,1219261,1,0
459490,1899544,1,0
459490,1141751,1,0
627068,1901992,1,0
627068,651594,1,0
627068,1901994,1,0
627068,1901995,1,0
573418,1916392,1,0
573418,1916394,1,0
573418,1916395,1,0
573418,1916396,1,0
578125,1924137,1,0
578125,1924139,1,0
578125,1924142,1,0
578125,1924143,1,0
205863,1928764,1,0
205863,1928767,1,0
205863,1928768,1,0
205863,1928769,1,0
18653,1935735,1,0
18653,1935737,1,0
18653,1935739,1,0
18653,134588,1,0
1146300,1938006,1,0
1146300,1938007,1,0
1146300,1938011,1,0
1146300,1938014,1,0
505939,163907,1,0
505939,1961385,1,0
505939,17276,1,0
505939,283486,1,0
505939,40243,1,0
439327,1964363,1,0
439327,1964364,1,0
439327,1964366,1,0
439327,1964369,1,0
530030,1976655,1,0
530030,1976657,1,0
530030,506367,1,0
530030,506364,1,0
526234,1991751,1,0
526234,1991754,1,0
526234,1991755,1,0
526234,1991757,1,0
585679,1994815,1,0
585679,1828493,1,0
585679,596455,1,0
585679,1994816,1,0
588081,1996883,1,0
588081,116290,1,0
588081,1996884,1,0
588081,1996886,1,0
89485,1998202,1,0
89485,1998203,1,0
89485,1998207,1,0
89485,1998208,1,0
8609,2000770,1,0
8609,2000771,1,0
8609,2000773,1,0
8609,2000777,1,0
459223,2016860,1,0
459223,2016861,1,0
459223,2016862,1,0
459223,2016864,1,0
459223,2016868,1,0
1145409,2019364,1,0
1145409,2019365,1,0
1145409,2019366,1,0
1145409,2019368,1,0
1145409,2019370,1,0
1145409,2019373,1,0
51256,2029198,1,0
51256,2029199,1,0
51256,2029206,1,0
51256,2029207,1,0
490035,2035633,1,0
490035,2035635,1,0
490035,2035636,1,0
490035,2035641,1,0
241213,2044458,1,0
241213,2044460,1,0
241213,2044463,1,0
241213,147333,1,0
241213,2044464,1,0
51327,2050472,1,0
51327,2050474,1,0
51327,2050476,1,0
51327,2050477,1,0
152345,2069385,1,0
152345,2069386,1,0
152345,2069387,1,0
152345,2069388,1,0
364983,2072834,1,0
364983,2072837,1,0
364983,2072840,1,0
364983,2072842,1,0
751958,2080372,1,0
751958,2080373,1,0
751958,122256,1,0
751958,2080378,1,0
577910,2089185,1,0
577910,2089188,1,0
577910,2089189,1,0
577910,2089190,1,0
567628,2090966,1,0
567628,2090967,1,0
567628,2090968,1,0
567628,2090972,1,0
459563,214444,1,0
459563,2091742,1,0
459563,2091745,1,0
459563,2091746,1,0
436073,2096600,1,0
436073,2096601,1,0
436073,2096603,1,0
436073,2096604,1,0
436073,2096605,1,0
436073,2096608,1,0
440953,2103660,1,0
440953,2103665,1,0
440953,2103666,1,0
440953,2103668,1,0
535742,2107908,1,0
535742,2107909,1,0
535742,2107912,1,0
535742,2107914,1,0
89017,2120075,1,0
89017,2120076,1,0
89017,2120083,1,0
89017,2120084,1,0
456542,2136550,1,0
456542,2136555,1,0
456542,2136557,1,0
456542,2136559,1,0
569583,2136579,1,0
569583,2136580,1,0
569583,1601553,1,0
569583,2136583,1,0
569583,998485,1,0
565823,2146621,1,0
565823,2146623,1,0
565823,2146624,1,0
565823,2146626,1,0
565823,2146629,1,0
546432,2147105,1,0
546432,2147107,1,0
546432,2147108,1,0
546432,2147109,1,0
202411,2153174,1,0
202411,2153177,1,0
202411,2153178,1,0
202411,2153181,1,0
202411,2153182,1,0
567336,2168362,1,0
567336,2168366,1,0
567336,2168367,1,0
567336,2168369,1,0
360825,2168469,1,0
360825,2168471,1,0
360825,2168474,1,0
360825,2168478,1,0
690325,2173887,1,0
690325,2173888,1,0
690325,2173889,1,0
690325,2173891,1,0
690325,2173893,1,0
751927,468597,1,0
751927,1750782,1,0
751927,64326,1,0
751927,64329,1,0
50718,2186617,1,0
50718,2186618,1,0
50718,2186620,1,0
50718,316338,1,0
581550,2199523,1,0
581550,2199525,1,0
581550,2199526,1,0
581550,2199527,1,0
658439,2205638,1,0
658439,2205639,1,0
658439,2205642,1,0
658439,2205643,1,0
462181,2210789,1,0
462181,2210790,1,0
462181,2210794,1,0
462181,2210795,1,0
462181,343317,1,0
666137,2225474,1,0
666137,2225475,1,0
666137,2225478,1,0
666137,2225481,1,0
527575,2233923,1,0
527575,2233924,1,0
527575,2233925,1,0
527575,2233927,1,0
625203,2258373,1,0
625203,2258375,1,0
625203,2258376,1,0
625203,2258377,1,0
925601,2261173,1,0
925601,2261177,1,0
925601,2261178,1,0
925601,2261179,1,0
1184470,2296824,1,0
1184470,2296825,1,0
1184470,2296829,1,0
1184470,2296831,1,0
1184470,2296832,1,0
1013326,2304747,1,0
1013326,2304749,1,0
1013326,2304751,1,0
1013326,617357,1,0
780119,2319750,1,0
780119,2319753,1,0
780119,2319754,1,0
780119,2319755,1,0
1010723,2361288,1,0
1010723,315511,1,0
1010723,2361291,1,0
1010723,377347,1,0
881186,2366301,1,0
881186,2366306,1,0
881186,2366307,1,0
881186,99312,1,0
38738,2372548,1,0
38738,2372552,1,0
38738,2372553,1,0
38738,2372555,1,0
889039,2397917,1,0
889039,2397919,1,0
889039,2397923,1,0
889039,2397924,1,0
206003,2398527,1,0
206003,2398528,1,0
206003,2398529,1,0
206003,2398532,1,0
1141347,2409334,1,0
1141347,2409335,1,0
1141347,2409336,1,0
1141347,2409337,1,0
1013210,2430159,1,0
1013210,2430161,1,0
1013210,2430164,1,0
1013210,2430167,1,0
885542,2433777,1,0
885542,2433778,1,0
885542,2433779,1,0
885542,2433780,1,0
834232,2436602,1,0
834232,2436603,1,0
834232,2436604,1,0
834232,2436606,1,0
834232,2436607,1,0
849724,2442911,1,0
849724,2442912,1,0
849724,107379,1,0
849724,55269,1,0
849724,2442913,1,0
976452,2449284,1,0
976452,2449285,1,0
976452,2449287,1,0
976452,2449289,1,0
916965,2456890,1,0
916965,2456894,1,0
916965,2456895,1,0
916965,2456897,1,0
887731,2460407,1,0
887731,2460408,1,0
887731,2460413,1,0
887731,2460414,1,0
975472,2463377,1,0
975472,2463378,1,0
975472,2463383,1,0
975472,2463386,1,0
178995,2220275,1,0
178995,2476051,1,0
178995,2220271,1,0
178995,2476056,1,0
189580,2482601,1,0
189580,2482602,1,0
189580,2482604,1,0
189580,2482606,1,0
189580,1927528,1,0
189580,2482608,1,0
189580,2482609,1,0
890165,2509345,1,0
890165,2509347,1,0
890165,2509348,1,0
890165,2509349,1,0
890165,2509351,1,0
753337,146598,1,0
753337,2515380,1,0
753337,992968,1,0
753337,2515382,1,0
753337,2515386,1,0
581436,196105,1,0
581436,2526246,1,0
581436,2526247,1,0
581436,2526248,1,0
8415,2531521,1,0
8415,2531523,1,0
8415,2531528,1,0
8415,2531530,1,0
1073522,2532951,1,0
1073522,2532952,1,0
1073522,2532955,1,0
1073522,2532958,1,0
88630,2533389,1,0
88630,2533392,1,0
88630,2533396,1,0
88630,2533397,1,0
661838,2537540,1,0
661838,964392,1,0
661838,1165986,1,0
661838,2537542,1,0
882968,2545912,1,0
882968,2545915,1,0
882968,2545916,1,0
882968,2545917,1,0
882968,2545918,1,0
199754,2546907,1,0
199754,2546908,1,0
199754,2546909,1,0
199754,2546911,1,0
14510,2557292,1,0
14510,2557293,1,0
14510,2557295,1,0
14510,2557297,1,0
818386,2565601,1,0
818386,2565602,1,0
818386,2565603,1,0
818386,2565605,1,0
818386,2565606,1,0
191609,2577157,1,0
191609,2577158,1,0
191609,2577160,1,0
191609,2577164,1,0
1139471,2588240,1,0
1139471,2588242,1,0
1139471,2588244,1,0
1139471,2588246,1,0
196570,2600070,1,0
196570,2600072,1,0
196570,2600074,1,0
196570,2600077,1,0
853339,2610084,1,0
853339,2610086,1,0
853339,2610087,1,0
853339,2610090,1,0
1014060,2612591,1,0
1014060,2612592,1,0
1014060,2612594,1,0
1014060,2612598,1,0
1079304,2629972,1,0
1079304,2629974,1,0
1079304,2629975,1,0
1079304,2629976,1,0
1079304,2629981,1,0
836084,2642896,1,0
836084,2642899,1,0
836084,2642901,1,0
836084,906393,1,0
971367,2666028,1,0
971367,2666030,1,0
971367,2666031,1,0
971367,2666032,1,0
1016731,2677589,1,0
1016731,2677590,1,0
1016731,2677592,1,0
1016731,2677593,1,0
3073,2678215,1,0
3073,2678216,1,0
3073,2678219,1,0
3073,2678221,1,0
924183,2679405,1,0
924183,2679408,1,0
924183,2679409,1,0
924183,2679413,1,0
204565,2689835,1,0
204565,2689839,1,0
204565,2689840,1,0
204565,2689841,1,0
1006460,2702316,1,0
1006460,2702321,1,0
1006460,2702323,1,0
1006460,2702325,1,0
882853,2706972,1,0
882853,2706974,1,0
882853,2706978,1,0
882853,2706979,1,0
882853,2706980,1,0
923294,2710841,1,0
923294,2710842,1,0
923294,2710843,1,0
923294,2710844,1,0
923294,2710845,1,0
923294,2710848,1,0
916366,2731340,1,0
916366,2731344,1,0
916366,2731345,1,0
916366,2731347,1,0
965925,2737020,1,0
965925,2737021,1,0
965925,2737022,1,0
965925,2737023,1,0
785739,2738591,1,0
785739,2738592,1,0
785739,2738593,1,0
